target_id,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq
SymEpi3_17639trans,0.235314942,0.292631078,-0.621877449,0.524004581,3.665751672,0.355618862,0.033779216,0.252198936,0.515382386,0.515382386
ApoEpi2_22125trans,0.235634517,0.292943615,-0.886780493,0.747726496,1.439901913,1.171370606,0.376351628,0.728120865,0.741838198,0.741838198
SymEpi2_9585trans,0.235696519,0.292943615,-1.386089723,1.168894924,0.881747258,2.891181935,0.115538275,2.61709241,0.372610721,2.61709241
ApoEpi3_38247trans,0.236488941,0.293847308,-0.666067662,0.562648226,3.514540572,0.353148744,0.052420835,0.21170399,0.580725218,0.580725218
ApoGas4_16369trans,0.236773113,0.294119156,0.620912894,0.524822631,4.630331577,0.582333025,0.011182321,0.539695268,0.267824794,0.539695268
SymGas1_104928trans,0.236971102,0.294283826,1.536865853,1.299574635,1.482589902,3.570092011,0.082034044,3.295754419,0.768167661,3.295754419
SymEpi4_9918trans,0.237595259,0.294977497,-0.909749749,0.770309292,2.484853923,0.994076491,0.161203422,0.722670949,1.025549389,1.025549389
SymEpi2_78924trans,0.237747114,0.295084581,-1.133443573,0.960027468,2.07839048,1.947031648,0.593297543,1.250007935,1.006973527,1.250007935
ApoGas3_63383trans,0.238060192,0.295310189,-0.919083468,0.778983838,1.562521116,1.281602669,0.315749992,0.897881648,0.815188609,0.897881648
SymEpi2_8155trans,0.238060097,0.295310189,-0.939110537,0.795957939,2.240447953,0.965031761,0.237561428,0.594332759,1.029536652,1.029536652
SymEpi4_18569trans,0.238819303,0.296170175,-0.685885077,0.582273536,5.015551454,0.715626618,0.00836639,0.669718552,0.210691091,0.669718552
ApoGas4_52299trans,0.238935149,0.296232167,-0.636846613,0.540776319,3.586498738,0.207384751,0.036596727,0.070160947,0.548281327,0.548281327
SymGas1_80957trans,0.240770729,0.298425666,1.595838644,1.360403727,1.979482645,3.90025451,1.072612051,2.628784551,0.98544675,2.628784551
SymGas2_108489trans,0.241280895,0.29897561,1.530375166,1.306013529,1.462415456,3.593164623,0.056105419,3.355237258,0.755815286,3.355237258
ApoGas4_44603trans,0.241764928,0.29949288,-0.27489662,0.234836608,6.375652338,0.069832857,0.006717869,0.049564414,0.103578596,0.103578596
SymEpi2_17058trans,0.242599515,0.300444003,-1.904001948,1.629421665,1.802904976,5.587232338,0.268767238,5.041262683,0.931733119,5.041262683
SymGas4_29639trans,0.243223328,0.301133645,1.335319445,1.144264064,2.613352755,2.754034145,0.398933648,2.219746848,0.998820052,2.219746848
SymGas2_98282trans,0.244817874,0.303024435,1.549424136,1.332232117,1.297323896,3.728505611,0.182754335,3.366930493,0.64956914,3.366930493
SymGas2_56803trans,0.244906676,0.303050957,1.653265243,1.42178474,1.945992437,4.246319158,0.140557762,3.902385934,0.977148686,3.902385934
SymGas1_113099trans,0.245408642,0.303588579,1.368731745,1.178342506,0.887782473,2.915535131,0.390057225,2.386924897,0.376426923,2.386924897
ApoGas4_47884trans,0.245529579,0.303654673,0.914081823,0.78713556,1.841053783,1.300868547,0.26111936,0.978045419,0.945767883,0.978045419
SymGas2_77541trans,0.245677242,0.303753775,-0.672234313,0.579056532,3.418906191,0.183154396,0.043533982,0.019513157,0.627078953,0.627078953
SymEpi1_15127trans,0.248029219,0.306577473,-0.443195124,0.383669068,4.565196924,0.25212665,0.015127318,0.213546468,0.279276589,0.279276589
ApoGas3_52251trans,0.248638546,0.307161818,-0.418063062,0.362378986,4.851866208,0.275053685,0.01100648,0.251630578,0.232912964,0.251630578
SymGas1_120959trans,0.248603965,0.307161818,-0.898268401,0.778566278,2.383930587,0.783445184,0.17893895,0.466118391,1.033391947,1.033391947
SymEpi3_3136trans,0.24940252,0.308021014,-0.711738791,0.617935115,3.2453724,0.514277516,0.046115135,0.385017931,0.717572479,0.717572479
SymEpi4_31125trans,0.249874822,0.308519613,-0.981085285,0.852633136,2.188597572,1.274149013,0.429669005,0.735995398,1.024297526,1.024297526
ApoEpi2_29293trans,0.25037384,0.309050914,-0.880618196,0.766126804,2.731336634,0.512613881,0.213213132,0.12634026,0.960687427,0.960687427
SymGas1_82136trans,0.250851881,0.309556038,1.15343137,1.004483804,1.909087232,2.10980863,0.350344718,1.667630709,0.967157965,1.667630709
ApoEpi1_11232trans,0.253088679,0.31223063,-0.349910918,0.306166099,5.265422429,0.120511515,0.005730461,0.094053756,0.181744899,0.181744899
SymGas3_92983trans,0.253540997,0.31270288,-0.472052536,0.41343173,4.322365788,0.102174979,0.014432141,0.030494135,0.327419449,0.327419449
ApoGas2_10090trans,0.253687852,0.312798235,-0.334937616,0.293434881,5.439884243,0.179659253,0.004711918,0.167496142,0.164601248,0.167496142
ApoEpi1_22951trans,0.253862038,0.312927225,2.491883902,2.18391106,2.975891527,9.950368711,0.131679846,9.40725519,0.856746909,9.40725519
SymGas1_3931trans,0.254321466,0.313407659,-0.945211877,0.829194617,1.619764642,1.060315588,0.528699146,0.41052721,0.846428279,0.846428279
