target_id,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq
ApoEpi1_8306trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_9488trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_9490trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_9620trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_12328trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_12460trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_12985trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_13281trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_13282trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_13869trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_13870trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_13871trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_13873trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_13874trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_14061trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_17775trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_17959trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_19027trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_19028trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_19093trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_19096trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_19100trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_19228trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_19231trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_19336trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_19337trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_19432trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_20479trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_20482trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_21921trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_21932trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_21933trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_21940trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_21941trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_21942trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_22157trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_22279trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_22333trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_22456trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_22957trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_23501trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_24215trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_24224trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_25755trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_25952trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
