ko05014	05014 Amyotrophic lateral sclerosis [PATH:ko05014]	
ko05016	05016 Huntington disease [PATH:ko05016]	
ko05017	05017 Spinocerebellar ataxia [PATH:ko05017]	
ko05020	05020 Prion disease [PATH:ko05020]	
ko05022	05022 Pathways of neurodegeneration - multiple diseases [PATH:ko05022]	
ko05030	05030 Cocaine addiction [PATH:ko05030]	
ko05031	05031 Amphetamine addiction [PATH:ko05031]	
ko05032	05032 Morphine addiction [PATH:ko05032]	
ko05033	05033 Nicotine addiction [PATH:ko05033]	
ko05034	05034 Alcoholism [PATH:ko05034]	
ko05417	05417 Lipid and atherosclerosis [PATH:ko05417]	
ko05418	05418 Fluid shear stress and atherosclerosis [PATH:ko05418]	
ko05410	05410 Hypertrophic cardiomyopathy [PATH:ko05410]	
ko05412	05412 Arrhythmogenic right ventricular cardiomyopathy [PATH:ko05412]	
ko05414	05414 Dilated cardiomyopathy [PATH:ko05414]	
ko05415	05415 Diabetic cardiomyopathy [PATH:ko05415]	
ko05416	05416 Viral myocarditis [PATH:ko05416]	
ko04930	04930 Type II diabetes mellitus [PATH:ko04930]	
ko04940	04940 Type I diabetes mellitus [PATH:ko04940]	
ko04950	04950 Maturity onset diabetes of the young [PATH:ko04950]	
ko04936	04936 Alcoholic liver disease [PATH:ko04936]	
ko04932	04932 Non-alcoholic fatty liver disease [PATH:ko04932]	
ko04931	04931 Insulin resistance [PATH:ko04931]	
ko04933	04933 AGE-RAGE signaling pathway in diabetic complications [PATH:ko04933]	
ko04934	04934 Cushing syndrome [PATH:ko04934]	
ko01501	01501 beta-Lactam resistance [PATH:ko01501]	T
ko01502	01502 Vancomycin resistance [PATH:ko01502]	
ko01503	01503 Cationic antimicrobial peptide (CAMP) resistance [PATH:ko01503]	
ko01521	01521 EGFR tyrosine kinase inhibitor resistance [PATH:ko01521]	
ko01524	01524 Platinum drug resistance [PATH:ko01524]	
ko01523	01523 Antifolate resistance [PATH:ko01523]	T
ko01522	01522 Endocrine resistance [PATH:ko01522]	
ko01000	01000 Enzymes [BR:ko01000]	
ko01001	01001 Protein kinases [BR:ko01001]	
ko01009	01009 Protein phosphatases and associated proteins [BR:ko01009]	
ko01002	01002 Peptidases and inhibitors [BR:ko01002]	
ko01003	01003 Glycosyltransferases [BR:ko01003]	
ko01005	01005 Lipopolysaccharide biosynthesis proteins [BR:ko01005]	
ko01011	01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	
ko01004	01004 Lipid biosynthesis proteins [BR:ko01004]	
ko01008	01008 Polyketide biosynthesis proteins [BR:ko01008]	
ko01006	01006 Prenyltransferases [BR:ko01006]	
ko01007	01007 Amino acid related enzymes [BR:ko01007]	T
ko00199	00199 Cytochrome P450 [BR:ko00199]	
ko00194	00194 Photosynthesis proteins [BR:ko00194]	
ko03000	03000 Transcription factors [BR:ko03000]	
ko03021	03021 Transcription machinery [BR:ko03021]	
ko03019	03019 Messenger RNA biogenesis [BR:ko03019]	
ko03041	03041 Spliceosome [BR:ko03041]	
ko03011	03011 Ribosome [BR:ko03011]	
ko03009	03009 Ribosome biogenesis [BR:ko03009]	
ko03016	03016 Transfer RNA biogenesis [BR:ko03016]	
ko03012	03012 Translation factors [BR:ko03012]	
ko03110	03110 Chaperones and folding catalysts [BR:ko03110]	
ko04131	04131 Membrane trafficking [BR:ko04131]	
ko04121	04121 Ubiquitin system [BR:ko04121]	
ko03051	03051 Proteasome [BR:ko03051]	
ko03032	03032 DNA replication proteins [BR:ko03032]	
ko03036	03036 Chromosome and associated proteins [BR:ko03036]	
ko03400	03400 DNA repair and recombination proteins [BR:ko03400]	
ko03029	03029 Mitochondrial biogenesis [BR:ko03029]	
ko02000	02000 Transporters [BR:ko02000]	
ko02044	02044 Secretion system [BR:ko02044]	T
ko02042	02042 Bacterial toxins [BR:ko02042]	T
ko02022	02022 Two-component system [BR:ko02022]	
ko02035	02035 Bacterial motility proteins [BR:ko02035]	
ko03037	03037 Cilium and associated proteins [BR:ko03037]	T
ko04812	04812 Cytoskeleton proteins [BR:ko04812]	
ko04147	04147 Exosome [BR:ko04147]	
ko02048	02048 Prokaryotic defense system [BR:ko02048]	T
ko04030	04030 G protein-coupled receptors [BR:ko04030]	
ko04050	04050 Cytokine receptors [BR:ko04050]	
ko04054	04054 Pattern recognition receptors [BR:ko04054]	
ko03310	03310 Nuclear receptors [BR:ko03310]	
ko04040	04040 Ion channels [BR:ko04040]	
ko04031	04031 GTP-binding proteins [BR:ko04031]	
ko04052	04052 Cytokines and growth factors [BR:ko04052]	
ko04515	04515 Cell adhesion molecules [BR:ko04515]	
ko04090	04090 CD molecules [BR:ko04090]	
ko01504	01504 Antimicrobial resistance genes [BR:ko01504]	T
ko00535	00535 Proteoglycans [BR:ko00535]	
ko00536	00536 Glycosaminoglycan binding proteins [BR:ko00536]	
ko00537	00537 Glycosylphosphatidylinositol (GPI)-anchored proteins [BR:ko00537]	
ko04091	04091 Lectins [BR:ko04091]	
ko04990	04990 Domain-containing proteins not elsewhere classified [BR:ko04990]	
ko03200	03200 Viral proteins [BR:ko03200]	
ko03210	03210 Viral fusion proteins [BR:ko03210]	
ko03100	03100 Non-coding RNAs [BR:ko03100]	
ko99980	99980 Enzymes with EC numbers	
ko99981	99981 Carbohydrate metabolism	
ko99982	99982 Energy metabolism	
ko99983	99983 Lipid metabolism	
ko99984	99984 Nucleotide metabolism	
ko99985	99985 Amino acid metabolism	T
ko99986	99986 Glycan metabolism	
ko99987	99987 Cofactor metabolism	
ko99988	99988 Secondary metabolism	
ko99999	99999 Others	
ko99973	99973 Transcription	
ko99974	99974 Translation	
ko99975	99975 Protein processing	
ko99976	99976 Replication and repair	
ko99998	99998 Others	
ko99977	99977 Transport	
ko99978	99978 Cell growth	
ko99993	99993 Cell motility	T
ko99995	99995 Signaling proteins	
ko99992	99992 Structural proteins	
ko99994	99994 Others	
ko99979	99979 Unclassified viral proteins	
ko99996	99996 General function prediction only	
ko99997	99997 Function unknown	
