target_id,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq
ApoEpi3_22106trans,0.001184969,0.015921841,-1.628977089,0.502387134,3.376288585,1.098976701,0.307838305,0.089779061,0.19694736,0.19694736
SymGas1_90040trans,0.001259493,0.01678994,2.471493038,0.766341835,2.769669348,2.272058344,0.883696687,-0.269054565,0.290862928,0.290862928
ApoGas2_18813trans,0.001353526,0.017817314,5.053936249,1.577195144,4.444675022,11.56215392,0.366380811,4.608708232,0.130486073,4.608708232
ApoGas4_49707trans,0.001378658,0.017817314,-1.622326606,0.507122497,2.452356447,1.106065928,0.128034602,0.285061109,0.386311853,0.386311853
SymEpi3_56003trans,0.001369756,0.017817314,-1.421846076,0.444195121,4.235474248,0.915857741,0.026461957,0.368156653,0.138278148,0.368156653
SymGas4_62664trans,0.001371398,0.017817314,0.998092959,0.311845173,6.115015699,0.451335436,0.007609015,0.186885809,0.100308631,0.186885809
SymGas4_74222trans,0.001453735,0.018645259,1.469825344,0.461662801,3.452750185,0.874468434,0.236537606,0.063546719,0.189727477,0.189727477
ApoEpi2_21067trans,0.001472157,0.018739566,3.850403922,1.210774392,3.237899167,6.74898804,0.114510308,2.817438951,0.212754589,2.817438951
SymEpi3_25799trans,0.001556007,0.019659102,-2.979627623,0.941719105,0.997723388,2.853242067,0.110211459,0.259177361,1.663458286,1.663458286
ApoGas2_51466trans,0.001603808,0.020112941,-2.076295416,0.658052314,2.830940164,1.869881831,0.58861578,0.155912139,0.277449915,0.277449915
ApoGas3_11223trans,0.001619885,0.02016519,-1.197625454,0.379920889,3.796495536,0.633352989,0.125589471,0.135220107,0.163090293,0.163090293
ApoGas1_23968trans,0.001853289,0.022902328,-0.874175276,0.280833519,4.379216489,0.255868871,0.025006416,0.018779796,0.132728515,0.132728515
SymEpi4_21145trans,0.00200397,0.024584936,-1.370596421,0.443609918,2.904956343,0.738400884,0.130518536,0.104770979,0.263060983,0.263060983
SymEpi4_7616trans,0.002060949,0.025102059,-1.791246164,0.581326972,2.356474715,1.221535172,0.251844344,0.103759084,0.424037752,0.424037752
SymGas3_90446trans,0.002153795,0.026045534,-0.681007977,0.221959555,6.818399342,0.158394965,0.001128151,0.029075353,0.097403937,0.097403937
SymEpi2_17018trans,0.00218118,0.026189634,-1.728632805,0.564104322,3.724628007,1.399272426,0.050372609,0.586054763,0.168406383,0.586054763
SymEpi3_50772trans,0.002333857,0.02782549,-1.065658884,0.350074751,3.329806354,0.369072764,0.043299096,0.008742842,0.201805567,0.201805567
SymEpi1_28654trans,0.002441168,0.028901384,-2.391481269,0.789127102,2.300894636,2.701574902,0.519489381,0.725953785,0.447829577,0.725953785
ApoGas2_13820trans,0.002527307,0.029713403,2.403241559,0.795761448,1.43115797,2.336920397,0.168834039,0.632383094,1.097638525,1.097638525
